config,run_id,file,group,kw_v2,faithfulness,context_recall,latency_sec,ingestion_success,timeout_rate,fallback_rate,p95_latency_sec
B_rule_single_route,1,경상북도 봉화군_봉화군 재난통합관리시스템 고도화 사업(협상)(긴급).hwp,central,,,,31.277692976768005,0.7832539705670287,0.21674602943297128,0.06850952353195655,33.35975158693196
C_rule_multi_route,1,경상북도 봉화군_봉화군 재난통합관리시스템 고도화 사업(협상)(긴급).hwp,central,,,,34.277692976768,0.7426390788034385,0.25736092119656145,0.15338331054358736,36.35975158693196
A_single_pipeline,1,경희대학교_[입찰공고] 산학협력단 정보시스템 운영 용역업체 선정.hwp,central,,,,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,30.859751586931953
B_rule_single_route,1,경희대학교_[입찰공고] 산학협력단 정보시스템 운영 용역업체 선정.hwp,central,,,,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,33.35975158693196
C_rule_multi_route,1,경희대학교_[입찰공고] 산학협력단 정보시스템 운영 용역업체 선정.hwp,central,,,,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,36.35975158693196
A_single_pipeline,1,고양도시관리공사_관산근린공원 다목적구장 홈페이지 및 회원 통합운영.hwp,central,,,,30.391160049436227,0.7876610426413672,0.21233895735863287,0.06798067488303594,30.859751586931953
B_rule_single_route,1,고양도시관리공사_관산근린공원 다목적구장 홈페이지 및 회원 통합운영.hwp,central,,,,32.89116004943622,0.7546158731472511,0.2453841268527489,0.07194609522232986,33.35975158693196
C_rule_multi_route,1,고양도시관리공사_관산근린공원 다목적구장 홈페이지 및 회원 통합운영.hwp,central,,,,35.89116004943622,0.7106172999383369,0.28938270006166306,0.15722592400739957,36.35975158693196
A_single_pipeline,1,광주과학기술원_실시간통합연구비관리시스템(RCMS)  연계 모듈 변경 사업.hwp,central,,,,28.0,0.8249137318359602,0.17508626816403985,0.06351035217968479,30.859751586931953
B_rule_single_route,1,광주과학기술원_실시간통합연구비관리시스템(RCMS)  연계 모듈 변경 사업.hwp,central,,,,30.5,0.796165712800213,0.203834287199787,0.06696011446397443,33.35975158693196
C_rule_multi_route,1,광주과학기술원_실시간통합연구비관리시스템(RCMS)  연계 모듈 변경 사업.hwp,central,,,,33.5,0.7572203403540398,0.2427796596459601,0.15163355915751522,36.35975158693196
A_single_pipeline,1,광주과학기술원_학사시스템 기능개선 사업.hwp,central,,,,28.0,0.8249137318359602,0.17508626816403985,0.06351035217968479,30.859751586931953
B_rule_single_route,1,광주과학기술원_학사시스템 기능개선 사업.hwp,central,,,,30.5,0.796165712800213,0.203834287199787,0.06696011446397443,33.35975158693196
C_rule_multi_route,1,광주과학기술원_학사시스템 기능개선 사업.hwp,central,,,,33.5,0.7572203403540398,0.2427796596459601,0.15163355915751522,36.35975158693196
A_single_pipeline,1,국가과학기술지식정보서비스_통합정보시스템 고도화 용역.hwp,central,,,,29.223007214710673,0.8065425835731901,0.19345741642680991,0.06571488997121719,30.859751586931953
B_rule_single_route,1,국가과학기술지식정보서비스_통합정보시스템 고도화 용역.hwp,central,,,,31.723007214710673,0.7755986996765707,0.22440130032342936,0.06942815603881153,33.35975158693196
C_rule_multi_route,1,국가과학기술지식정보서비스_통합정보시스템 고도화 용역.hwp,central,,,,34.72300721471067,0.7340364228759279,0.26596357712407215,0.15441562925488866,36.35975158693196
A_single_pipeline,1,국가철도공단_철도인프라 디지털트윈 정보화전략계획(ISP) 수립 용역(변.hwp,central,,,,28.0,0.8249137318359602,0.17508626816403985,0.06351035217968479,30.859751586931953
B_rule_single_route,1,국가철도공단_철도인프라 디지털트윈 정보화전략계획(ISP) 수립 용역(변.hwp,central,,,,30.5,0.796165712800213,0.203834287199787,0.06696011446397443,33.35975158693196
C_rule_multi_route,1,국가철도공단_철도인프라 디지털트윈 정보화전략계획(ISP) 수립 용역(변.hwp,central,,,,33.5,0.7572203403540398,0.2427796596459601,0.15163355915751522,36.35975158693196
A_single_pipeline,1,국립인천해양박물관_국립인천해양박물관 해양자료관리시스템 구축 용.hwp,central,,,,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,30.859751586931953
B_rule_single_route,1,국립인천해양박물관_국립인천해양박물관 해양자료관리시스템 구축 용.hwp,central,,,,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,33.35975158693196
C_rule_multi_route,1,국립인천해양박물관_국립인천해양박물관 해양자료관리시스템 구축 용.hwp,central,,,,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,36.35975158693196
A_single_pipeline,1,국립중앙의료원_(긴급)「2024년도 차세대 응급의료 상황관리시스템 구축.hwp,extreme,,,,37.46403758715391,0.6464786379204701,0.3535213620795299,0.07242256344954358,42.80049572376276
B_rule_single_route,1,국립중앙의료원_(긴급)「2024년도 차세대 응급의료 상황관리시스템 구축.hwp,extreme,,,,39.96403758715391,0.6025487383596204,0.3974512616403796,0.07769415139684555,46.25049572376276
C_rule_multi_route,1,국립중앙의료원_(긴급)「2024년도 차세대 응급의료 상황관리시스템 구축.hwp,extreme,,,,39.96403758715391,0.6025487383596204,0.3974512616403796,0.07769415139684555,46.25049572376276
A_single_pipeline,1,국민연금공단_2024년 이러닝시스템 운영 용역.hwp,central,,,,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,30.859751586931953
B_rule_single_route,1,국민연금공단_2024년 이러닝시스템 운영 용역.hwp,central,,,,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,33.35975158693196
C_rule_multi_route,1,국민연금공단_2024년 이러닝시스템 운영 용역.hwp,central,,,,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,36.35975158693196
A_single_pipeline,1,국민연금공단_사업장 사회보험료 지원 고시 개정에 따른 정보시스템 보.hwp,central,,,,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,30.859751586931953
B_rule_single_route,1,국민연금공단_사업장 사회보험료 지원 고시 개정에 따른 정보시스템 보.hwp,central,,,,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,33.35975158693196
C_rule_multi_route,1,국민연금공단_사업장 사회보험료 지원 고시 개정에 따른 정보시스템 보.hwp,central,,,,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,36.35975158693196
A_single_pipeline,1,국방과학연구소_기록관리시스템 통합 활용 및 보안 환경 구축.hwp,central,,,,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,30.859751586931953
B_rule_single_route,1,국방과학연구소_기록관리시스템 통합 활용 및 보안 환경 구축.hwp,central,,,,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,33.35975158693196
C_rule_multi_route,1,국방과학연구소_기록관리시스템 통합 활용 및 보안 환경 구축.hwp,central,,,,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,36.35975158693196
A_single_pipeline,1,국방과학연구소_대용량 자료전송시스템 고도화.hwp,central,,,,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,30.859751586931953
B_rule_single_route,1,국방과학연구소_대용량 자료전송시스템 고도화.hwp,central,,,,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,33.35975158693196
C_rule_multi_route,1,국방과학연구소_대용량 자료전송시스템 고도화.hwp,central,,,,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,36.35975158693196
A_single_pipeline,1,그랜드코리아레저(주)_2024년도 GKL  그룹웨어 시스템 구축 용역.hwp,central,,,,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,30.859751586931953
B_rule_single_route,1,그랜드코리아레저(주)_2024년도 GKL  그룹웨어 시스템 구축 용역.hwp,central,,,,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,33.35975158693196
C_rule_multi_route,1,그랜드코리아레저(주)_2024년도 GKL  그룹웨어 시스템 구축 용역.hwp,central,,,,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,36.35975158693196
A_single_pipeline,1,나노종합기술원_스마트 팹 서비스 활용체계 구축관련 설비온라인 시스.hwp,central,,,,28.674562106348354,0.8149564976407586,0.18504350235924144,0.06470522028310896,30.859751586931953
B_rule_single_route,1,나노종합기술원_스마트 팹 서비스 활용체계 구축관련 설비온라인 시스.hwp,central,,,,31.174562106348354,0.7849996792784522,0.2150003207215478,0.06830003848658572,33.35975158693196
C_rule_multi_route,1,나노종합기술원_스마트 팹 서비스 활용체계 구축관련 설비온라인 시스.hwp,central,,,,34.174562106348354,0.7446052432647059,0.2553947567352941,0.1531473708082353,36.35975158693196
A_single_pipeline,1,남서울대학교_[혁신-국고] 남서울대학교 스마트 정보시스템 활성화(학사.hwp,central,,,,28.496162308983667,0.8176317070178418,0.18236829298215818,0.06438419515785898,30.859751586931953
B_rule_single_route,1,남서울대학교_[혁신-국고] 남서울대학교 스마트 정보시스템 활성화(학사.hwp,central,,,,30.996162308983667,0.7879953146955081,0.2120046853044919,0.06794056223653902,33.35975158693196
C_rule_multi_route,1,남서울대학교_[혁신-국고] 남서울대학교 스마트 정보시스템 활성화(학사.hwp,central,,,,33.99616230898367,0.7479830121041879,0.252016987895812,0.15274203854749743,36.35975158693196
A_single_pipeline,1,대검찰청_아태 사이버범죄 역량강화 허브(APC-HUB) 홈페이지 및 온라인 교.hwp,central,,,,28.009487515229587,0.8247766603976215,0.1752233396023785,0.06352680075228542,30.859751586931953
B_rule_single_route,1,대검찰청_아태 사이버범죄 역량강화 허브(APC-HUB) 홈페이지 및 온라인 교.hwp,central,,,,30.509487515229587,0.7960117005693775,0.20398829943062247,0.06697859593167468,33.35975158693196
C_rule_multi_route,1,대검찰청_아태 사이버범죄 역량강화 허브(APC-HUB) 홈페이지 및 온라인 교.hwp,central,,,,33.50948751522959,0.7570458814979635,0.24295411850203658,0.15165449422024438,36.35975158693196
A_single_pipeline,1,대전대학교_대전대학교 2024학년도 다층적 융합 학습경험 플랫폼(MILE) 전.hwp,central,,,,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,30.859751586931953
B_rule_single_route,1,대전대학교_대전대학교 2024학년도 다층적 융합 학습경험 플랫폼(MILE) 전.hwp,central,,,,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,33.35975158693196
C_rule_multi_route,1,대전대학교_대전대학교 2024학년도 다층적 융합 학습경험 플랫폼(MILE) 전.hwp,central,,,,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,36.35975158693196
A_single_pipeline,1,대한상공회의소_기업 재생에너지 지원센터 홈페이지 개편 및 시스템 고.hwp,central,,,,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,30.859751586931953
B_rule_single_route,1,대한상공회의소_기업 재생에너지 지원센터 홈페이지 개편 및 시스템 고.hwp,central,,,,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,33.35975158693196
C_rule_multi_route,1,대한상공회의소_기업 재생에너지 지원센터 홈페이지 개편 및 시스템 고.hwp,central,,,,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,36.35975158693196
A_single_pipeline,1,"대한장애인체육회_2025년 전국장애인체육대회 전산 및 시스템, 홈페이지 .hwp",central,,,,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,30.859751586931953
B_rule_single_route,1,"대한장애인체육회_2025년 전국장애인체육대회 전산 및 시스템, 홈페이지 .hwp",central,,,,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,33.35975158693196
C_rule_multi_route,1,"대한장애인체육회_2025년 전국장애인체육대회 전산 및 시스템, 홈페이지 .hwp",central,,,,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,36.35975158693196
A_single_pipeline,1,대한적십자사 의료원_적십자병원 병원정보 재해복구시스템 구축 용역 .hwp,central,,,,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,30.859751586931953
B_rule_single_route,1,대한적십자사 의료원_적십자병원 병원정보 재해복구시스템 구축 용역 .hwp,central,,,,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,33.35975158693196
C_rule_multi_route,1,대한적십자사 의료원_적십자병원 병원정보 재해복구시스템 구축 용역 .hwp,central,,,,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,36.35975158693196
A_single_pipeline,1,문화체육관광부 국립민속박물관_2024년 국립민속박물관 민속아카이브 자.hwp,central,,,,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,30.859751586931953
B_rule_single_route,1,문화체육관광부 국립민속박물관_2024년 국립민속박물관 민속아카이브 자.hwp,central,,,,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,33.35975158693196
C_rule_multi_route,1,문화체육관광부 국립민속박물관_2024년 국립민속박물관 민속아카이브 자.hwp,central,,,,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,36.35975158693196
A_single_pipeline,1,부산관광공사_경영정보시스템 기능개선.hwp,central,,,,30.87353679666792,0.7794813206968432,0.2205186793031568,0.06896224151637881,30.859751586931953
B_rule_single_route,1,부산관광공사_경영정보시스템 기능개선.hwp,central,,,,33.37353679666792,0.7455743711000974,0.2544256288999026,0.07303107546798832,33.35975158693196
C_rule_multi_route,1,부산관광공사_경영정보시스템 기능개선.hwp,central,,,,36.37353679666792,0.7005978356022846,0.29940216439771533,0.15842825972772584,36.35975158693196
A_single_pipeline,1,사단법인 보험개발원_실손보험 청구 전산화 시스템 구축 사업.hwp,central,,,,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,30.859751586931953
B_rule_single_route,1,사단법인 보험개발원_실손보험 청구 전산화 시스템 구축 사업.hwp,central,,,,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,33.35975158693196
C_rule_multi_route,1,사단법인 보험개발원_실손보험 청구 전산화 시스템 구축 사업.hwp,central,,,,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,36.35975158693196
A_single_pipeline,1,사단법인아시아물위원회사무국_우즈벡-키르기즈스탄 기후변화대응 스.hwp,central,,,,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,30.859751586931953
B_rule_single_route,1,사단법인아시아물위원회사무국_우즈벡-키르기즈스탄 기후변화대응 스.hwp,central,,,,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,33.35975158693196
C_rule_multi_route,1,사단법인아시아물위원회사무국_우즈벡-키르기즈스탄 기후변화대응 스.hwp,central,,,,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,36.35975158693196
A_single_pipeline,1,서민금융진흥원_서민금융진흥원 서민금융 채팅 상담시스템 구축.hwp,central,,,,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,30.859751586931953
B_rule_single_route,1,서민금융진흥원_서민금융진흥원 서민금융 채팅 상담시스템 구축.hwp,central,,,,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,33.35975158693196
C_rule_multi_route,1,서민금융진흥원_서민금융진흥원 서민금융 채팅 상담시스템 구축.hwp,central,,,,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,36.35975158693196
A_single_pipeline,1,서영대학교 산학협력단_전문대학 혁신지원사업 서영대학교 차세대 교육.hwp,central,,,,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,30.859751586931953
B_rule_single_route,1,서영대학교 산학협력단_전문대학 혁신지원사업 서영대학교 차세대 교육.hwp,central,,,,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,33.35975158693196
C_rule_multi_route,1,서영대학교 산학협력단_전문대학 혁신지원사업 서영대학교 차세대 교육.hwp,central,,,,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,36.35975158693196
A_single_pipeline,1,"서울특별시 여성가족재단_(재공고, 협상) 서울 디지털성범죄 안심지원센.hwp",extreme,,,,35.96314717634211,0.6799811729525022,0.32001882704749784,0.06840225924569973,42.80049572376276
B_rule_single_route,1,"서울특별시 여성가족재단_(재공고, 협상) 서울 디지털성범죄 안심지원센.hwp",extreme,,,,38.46314717634211,0.6378824838437112,0.3621175161562888,0.07345410193875465,46.25049572376276
C_rule_multi_route,1,"서울특별시 여성가족재단_(재공고, 협상) 서울 디지털성범죄 안심지원센.hwp",extreme,,,,38.46314717634211,0.6378824838437112,0.3621175161562888,0.07345410193875465,46.25049572376276
A_single_pipeline,1,서울특별시교육청_서울특별시교육청 지능정보화전략계획(ISP) 수립(2차) .hwp,central,,,,28.291025349128827,0.8206705988724708,0.17932940112752918,0.06401952813530351,30.859751586931953
B_rule_single_route,1,서울특별시교육청_서울특별시교육청 지능정보화전략계획(ISP) 수립(2차) .hwp,central,,,,30.791025349128827,0.7914020600520834,0.20859793994791664,0.06753175279375,33.35975158693196
C_rule_multi_route,1,서울특별시교육청_서울특별시교육청 지능정보화전략계획(ISP) 수립(2차) .hwp,central,,,,33.79102534912883,0.7518302286972641,0.24816977130273588,0.1522803725563283,36.35975158693196
A_single_pipeline,1,세종테크노파크_세종테크노파크 인사정보 전산시스템 구축 용역 입찰공.hwp,central,,,,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,30.859751586931953
B_rule_single_route,1,세종테크노파크_세종테크노파크 인사정보 전산시스템 구축 용역 입찰공.hwp,central,,,,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,33.35975158693196
C_rule_multi_route,1,세종테크노파크_세종테크노파크 인사정보 전산시스템 구축 용역 입찰공.hwp,central,,,,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,36.35975158693196
A_single_pipeline,1,수협중앙회_강릉어선안전조업국 상황관제시스템 구축.hwp,central,,,,28.0,0.8249137318359602,0.17508626816403985,0.06351035217968479,30.859751586931953
B_rule_single_route,1,수협중앙회_강릉어선안전조업국 상황관제시스템 구축.hwp,central,,,,30.5,0.796165712800213,0.203834287199787,0.06696011446397443,33.35975158693196
C_rule_multi_route,1,수협중앙회_강릉어선안전조업국 상황관제시스템 구축.hwp,central,,,,33.5,0.7572203403540398,0.2427796596459601,0.15163355915751522,36.35975158693196
A_single_pipeline,1,수협중앙회_수협중앙회 수산물사이버직매장 시스템 재구축 ISMP 수립 입.hwp,central,,,,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,30.859751586931953
B_rule_single_route,1,수협중앙회_수협중앙회 수산물사이버직매장 시스템 재구축 ISMP 수립 입.hwp,central,,,,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,33.35975158693196
C_rule_multi_route,1,수협중앙회_수협중앙회 수산물사이버직매장 시스템 재구축 ISMP 수립 입.hwp,central,,,,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,36.35975158693196
A_single_pipeline,1,울산광역시_2024년 버스정보시스템 확대 구축 및 기능개선 용역.hwp,extreme,,,,35.24568695394708,0.6953880375033469,0.3046119624966531,0.06655343549959837,42.80049572376276
B_rule_single_route,1,울산광역시_2024년 버스정보시스템 확대 구축 및 기능개선 용역.hwp,extreme,,,,37.74568695394708,0.6542856795980702,0.34571432040192984,0.07148571844823158,46.25049572376276
C_rule_multi_route,1,울산광역시_2024년 버스정보시스템 확대 구축 및 기능개선 용역.hwp,extreme,,,,37.74568695394708,0.6542856795980702,0.34571432040192984,0.07148571844823158,46.25049572376276
A_single_pipeline,1,을지대학교_을지대학교 비교과시스템 개발.hwp,central,,,,29.92165678669986,0.7954074927317971,0.20459250726820288,0.06705110087218435,30.859751586931953
B_rule_single_route,1,을지대학교_을지대학교 비교과시스템 개발.hwp,central,,,,32.421656786699856,0.7632054405623618,0.2367945594376381,0.07091534713251657,33.35975158693196
C_rule_multi_route,1,을지대학교_을지대학교 비교과시스템 개발.hwp,central,,,,35.421656786699856,0.7201759050534524,0.27982409494654753,0.1560788913935857,36.35975158693196
A_single_pipeline,1,인천공항운영서비스(주)_인천공항운영서비스㈜ 차세대 ERP시스템 구축 .hwp,central,,,,28.647316213935003,0.8153670197158156,0.1846329802841844,0.06465595763410212,30.859751586931953
B_rule_single_route,1,인천공항운영서비스(주)_인천공항운영서비스㈜ 차세대 ERP시스템 구축 .hwp,central,,,,31.147316213935003,0.7854591652474,0.21454083475260002,0.06824490017031201,33.35975158693196
C_rule_multi_route,1,인천공항운영서비스(주)_인천공항운영서비스㈜ 차세대 ERP시스템 구축 .hwp,central,,,,34.14731621393501,0.7451230283031907,0.25487697169680934,0.15308523660361711,36.35975158693196
A_single_pipeline,1,인천광역시 동구_수도국산달동네박물관 전시해설 시스템 구축(협상에 .hwp,central,,,,29.769372249577337,0.7978745402760508,0.20212545972394924,0.06675505516687391,30.859751586931953
B_rule_single_route,1,인천광역시 동구_수도국산달동네박물관 전시해설 시스템 구축(협상에 .hwp,central,,,,32.26937224957734,0.7659465309759101,0.2340534690240899,0.07058641628289078,33.35975158693196
C_rule_multi_route,1,인천광역시 동구_수도국산달동네박물관 전시해설 시스템 구축(협상에 .hwp,central,,,,35.26937224957734,0.7232344679139824,0.27676553208601756,0.1557118638503221,36.35975158693196
A_single_pipeline,1,인천광역시_도시계획위원회 통합관리시스템 구축용역.hwp,central,,,,28.513415968457508,0.8173742965260844,0.1826257034739156,0.06441508441686987,30.859751586931953
B_rule_single_route,1,인천광역시_도시계획위원회 통합관리시스템 구축용역.hwp,central,,,,31.013415968457508,0.7877069340815224,0.21229306591847769,0.06797516791021732,33.35975158693196
C_rule_multi_route,1,인천광역시_도시계획위원회 통합관리시스템 구축용역.hwp,central,,,,34.01341596845751,0.7476576338510491,0.2523423661489509,0.1527810839378741,36.35975158693196
A_single_pipeline,1,인천광역시_인천일자리플랫폼 정보시스템 구축 ISP 수립용역.hwp,central,,,,28.917389517992543,0.8112665625460639,0.1887334374539361,0.06514801249447233,30.859751586931953
