config,run,doc_key,doc_type,question,ground_truth,answer,kw_v2,category,difficulty,n_retrieved,retrieval_time,generation_time,total_time,timeout
A_single_pipeline,0,doc_C,table_complex,응급의료 상황관리시스템 구축의 추진배경에서 전원(병원간 이송) 관련 문제점은?,"중증응급환자의 전원 수용병원 결정을 위해 수차례의 수용 요청이 필요하며 평균 9.3개의 의료기관에 전원의뢰, 지역응급의료기관 등 당직의사 1명인 곳에서는 전원 섭외 중 환자 진료가 불가능하고 섭외 시간만큼 환자 치료가 지연","- 병원간 이송(이하 “전원”)이 현 응급의료에서 가장 취약한 영역  
- 응급실로 내원 중증환자(KTAS 1,2)의 13.5%(‘22년 기준)가 전원을 하고 있는 실정  
- 중증응급환자의 전원 수용병원 결정을 위해 수차례의 수용 요청이 필요(‘22년 중앙응급의료상황실 자료에 따르면 평균 9.3개의 의료기관에 전원의뢰)  
- 다수의 응급실을 전전하는 미수용 환자 발생  
- 지역응급의료기관 등 당직의사가 1명에 불과한 곳에서는 전원 섭외 중 환자 진료가 불가능하고 섭외 시간만큼 환자 치료가 지연  
- 비 의료조직인 소방에 의한 전원 조정에 대한 응급의료기관의 정서적 거부감  
- 잦은 인사이동으로 인한 소방의 전문성 결여",0.8888888888888888,technical,medium,15,0.8614230155944824,21.0181622505188,21.87958526611328,False
A_single_pipeline,0,doc_C,table_complex,응급의료 상황관리시스템의 예산코드는 무엇인가?,29. 중앙응급의료센터 운영지원-관리운영비-외주용역비-광역상황실,29. 중앙응급의료센터 운영지원-관리운영비-외주용역비-광역상황실,1.0,budget,hard,15,0.8515734672546387,6.917929649353027,7.769503116607666,False
A_single_pipeline,0,doc_C,table_complex,기존 응급의료 상황관리시스템은 언제 최초 구축되었는가?,'18년에 재난응급의료상황 접수시스템으로 최초 구축,‘18년 재난응급의료상황 접수시스템 최초 구축,0.6,schedule,medium,15,0.7965788841247559,4.620399236679077,5.416978120803833,False
A_single_pipeline,0,doc_C,table_complex,응급의료 시스템 구축에서 광역상황실 설치 결정의 근거는?,제4차 응급의료기본계획('23.3)과 응급의료긴급대책 당정협의('23.5),제4차 응급의료기본계획(‘23.3)과 응급의료긴급대책 당정협의(‘23.5)에 따라 광역응급의료상황실 설치 결정,0.5,compliance,hard,15,0.7469353675842285,4.634052276611328,5.380987644195557,False
A_single_pipeline,0,doc_D,mixed,예약발매시스템 개량 ISMP 용역의 사업비는 얼마인가?,470백만원 (VAT 포함),사 업 비 : 470백만원 (VAT포함),1.0,budget,easy,15,1.0914733409881592,13.71309208869934,14.8045654296875,False
A_single_pipeline,0,doc_D,mixed,예약발매시스템 ISMP 사업기간은?,체결일로부터 5개월 이내,체결일로부터 5개월 이내,1.0,schedule,easy,15,1.4172677993774414,5.318236827850342,6.735504627227783,False
A_single_pipeline,0,doc_D,mixed,예약발매시스템 개량의 추진배경은?,"'15년 시스템 개선 후 '17년과 '20년에 하드웨어만 개량하여 노후화와 운용 효율 저하, IT운영센터 신축 및 SR 시스템 분리, MaaS·AI·빅데이터 등 산업 동향 대응 예약발매 플랫폼 전략 부재","(배경) 1 ’15년 시스템 개선 후 ’17년, ’20년에 하드웨어만 개량하여 노후화와 운용 효율 저하 2 IT운영센터 신축, SR 시스템 분리 3 MaaS·AI·빅데이터 등 산업 동향 대응 예약발매 플랫폼 전략 부재 4 「제4차 철도산업발전 기본계획」 고시(디지털 플랫폼 강화)",0.8076923076923077,technical,medium,15,0.6298520565032959,10.495464324951172,11.125316381454468,False
A_single_pipeline,0,doc_D,mixed,예약발매시스템 ISMP의 제안서 평가방법은 어떤 장에서 다루고 있는가?,7장 제안안내사항의 나. 제안서 평가 방법(48페이지)과 다. 제안서 평가 기준(50페이지),나. 제안서 평가 방법,0.5,evaluation,medium,15,0.8742415904998779,5.272385835647583,6.146627426147461,False
A_single_pipeline,0,doc_D,mixed,예약발매시스템 ISMP에서 하자담보 책임기간은 어디에 규정되어 있는가?,9장 기타 사항의 가. 하자담보 책임기간(72페이지),가. 하자담보 책임기간,0.3333333333333333,maintenance,hard,15,0.850792407989502,10.871874570846558,11.72266697883606,False
A_single_pipeline,0,doc_D,mixed,예약발매시스템의 보안 준수사항에서 다루는 세부 항목은?,"공통사항, 용역사업 참여인원에 대한 보안관리, 자료에 대한 보안관리, 용역수행 관련 장비에 대한 보안관리, 내·외부망 접근에 대한 보안관리, 보안특약 조항","다음 세부 항목을 다룬다.

- 공급자는 제안요청서에 명시한 보안요구사항 등을 준수하여 원격개발에 따른 구체적인 원격보안 관리대책을 제시해야 함: 관리적 보안(보안정책, 보안자료등급관리, 보안자료 접근관리, 백업대책 등), 물리적 보안(출입보안, 원격개발 장소 및 장비운용, 침해시 보안자료 백업 장소 운용 등), 기술적 보안(침입방지, 탐색, 자료보안기술, 노트북·USB 등 휴대용 저장매체, 네트워크 등)

- 용역도서를 보관·배부·회수 및 폐기한 때에는 이를 기록·유지 하여야 한다.

- 사업 수행 시 생산되는 모든 산출물은 업체의 보안책임관의 관리하에 있는 파일서버에 저장하여야 하며, 계정관리 및 접근권한 부여하여 철저하게 관리하여야 한다.

- 사업수행시 생산된 산출물 및 기록은 철도공사 보안관리 담당이 인가하지 않은 비인가자에게 제공.대여.열람을 금지한다.

- 용역사 PC 등 전산장비 일체는 보안담당관의 승인 후 반입ᆞ반출 하도록 한다. (용역사업 수행중 장비 반입ᆞ반출은 가능한 금지하되 불가피한 경우 악성코드 감염여부 점검 및 보안담당자 통제 하에 저장자료 완전 삭제, 승인 후 반출)

- 용역사 사용 시스템(PC등 포함)에 최신 백신 프로그램 설치, OS 비밀번호ᆞ화면보호기 설정 등 보안대책을 적용한다.

- 용역사는 발주기관의 보안정책을 위반하였을 경우 [별표1]의 보안위규 처리기준에 따라 위규자 및 관리자를 행정조치하고 손해배상 책임을 진다.

- 용역사는 사업 최종 산출물에 대해 정보보안전문가 또는 전문보안 점검도구를 활용하여 보안 취약점을 점검, 도출된 취약점에 대한 개선을 완료하고 그 결과를 제출해야 한다.

- 감리 대상 사업의 경우 용역사는 감리법인의 ‘설계단계 보안설계 기준‘, ‘구현단계 보안약점 제거 기준‘에 따른 진단결과에 따라 SW보안약점 제거를 완료하고 그 결과를 제출해야 한다.

- 용역사업 참여인원 관련
  - 용역사업 참여인원 중 최고 직급자를 보안책임자로 지정, 발주기관의 승인을 받아야 한다.
  - 용역사 대표자 및 참여인원은 보안서약서를 회사 대표자 책임하에 징구 제출하되 반드시 자필로 서명하여야 한다.
  - 용역사업 수행시 철도공사 업무망에 대한 접속은 반드시 발주기관의 승인을 득한 후 하여야 한다.
  - 3.1. 용역사업 참여인원의 사용자계정(ID)은 하나의 그룹으로 등록하고 계정별 정보시스템 접근권한을 차등 부여하되 내부문서 접근금지
  - 3.2. 계정별 부여된 접근권한은 불필요시 곧바로 권한을 해지하거나 계정을 폐기
  - 3.3. 용역사업 참여인원에게 부여한 비밀번호는 용역사업 책임자가 별도기록.관리하고 수시로 저장된 자료 및 작업이력을 확인
  - 3.4. 용역업체 직원의 작업내용 확인을 위해 작업이력 로그관리 적용
  - 3.5. 용역사업 책임자는 서버.장비 운영자로 하여금 내부서버 및 네트워크 장비에 대한 접근기록을 매일 확인하여 이상 유무 보고
    - 용역업체 직원은 관리자 계정인 ‘root’ 계정 등 시스템에 중대한 영향을 끼칠 수 있는 계정에 대한 단독적인 접근 불허",0.42105263157894735,security,hard,15,0.7628636360168457,38.94663405418396,39.709497690200806,False
A_single_pipeline,0,doc_E,hwp_representative,스포츠윤리센터 LMS 기능개선 사업의 소요예산은?,"금 46,445,000원(부가가치세 포함)","스포츠윤리센터 LMS(학습지원시스템) 기능개선 사업의 소요예산은 금 46,445,000원(부가가치세 포함)입니다.",1.0,budget,easy,15,0.6333913803100586,5.600077390670776,6.233468770980835,False
A_single_pipeline,0,doc_E,hwp_representative,스포츠윤리센터 LMS 사업기간은?,계약 후 150일,계약 후 150일,1.0,schedule,easy,15,0.5989499092102051,3.6824488639831543,4.281398773193359,False
A_single_pipeline,0,doc_E,hwp_representative,스포츠윤리센터 LMS 기능개선의 추진배경 및 필요성은?,"학습자의 흥미도를 고려한 상호작용 형태의 교육콘텐츠 구현 필요, 현장교육 확대에 따라 자동화 강사파견 시스템 개발, 교육등록 체계·통계 등 현행 기능의 고도화 필요, 학습자 편의성·접근성 향상을 위한 LMS 기능개선","□ 학습자의 흥미도를 고려한 상호작용 형태의 교육콘텐츠 구현 필요
□ 현장교육 확대에 따라 자동화 강사파견 시스템 개발
□ 교육등록 체계·통계 등 현행 기능의 고도화 필요
□ 학습자 편의성·접근성 향상을 위한 LMS(학습지원시스템) 기능개선",0.896551724137931,technical,medium,15,0.7989959716796875,5.902804136276245,6.701800107955933,False
A_single_pipeline,0,doc_E,hwp_representative,스포츠윤리센터 LMS 사업의 수요기관과 담당부서는?,수요기관은 스포츠윤리센터이며 담당부서는 정책실 교육정책팀,"수요기관: 스포츠윤리센터
담당부서: 스포츠윤리센터 교육정책팀",0.2,general,easy,15,0.8876886367797852,6.65210223197937,7.539790868759155,False
A_single_pipeline,0,doc_E,hwp_representative,스포츠윤리센터 LMS 사업의 사업추진방식은?,제한경쟁입찰(협상에 의한 계약),제한경쟁입찰(협상에 의한 계약),1.0,procurement,medium,15,0.6510014533996582,2.127387523651123,2.7783889770507812,False
A_single_pipeline,0,doc_E,hwp_representative,스포츠윤리센터 LMS 제안서 평가방식과 평가기준은 몇 장에서 다루는가?,Ⅶ장 제안서 평가방법에서 다루며 1. 제안서 평가방식(47p)과 2. 제안서 기술 평가 기준(47p)에 상세 기술,"문서의 ""1. 제안서 평가방식"" 및 ""2. 제안서 기술평가 기준"" 장에서 다룹니다.",0.5714285714285714,evaluation,hard,15,0.7616617679595947,9.342221736907959,10.103883504867554,False
A_single_pipeline,1,doc_A,text_only,본 사업의 사업명은 무엇인가?,수협중앙회 수산물 사이버직매장 재구축 ISMP수립 용역,수협중앙회 수산물 사이버직매장 재구축 ISMP수립 용역,1.0,general,easy,15,0.7428791522979736,4.127771615982056,4.870650768280029,False
A_single_pipeline,1,doc_A,text_only,사업기간은 어떻게 되는가?,계약일로부터 4월(120일),□ 사업기간 : 계약일로부터 4월(120일) * 사업기간은 협의에 의해 조정할 수 있음,1.0,schedule,easy,15,0.8690664768218994,7.489932298660278,8.358998775482178,False
A_single_pipeline,1,doc_A,text_only,사업예산은 얼마인가?,300백만원(V.A.T. 포함),사업예산 : 300백만원(V.A.T. 포함),1.0,budget,easy,15,0.8517909049987793,4.1746416091918945,5.026432514190674,False
A_single_pipeline,1,doc_A,text_only,입찰방식 및 계약방법은 무엇인가?,제한경쟁입찰(협상에 의한 계약),제한경쟁입찰(협상에 의한 계약),1.0,procurement,easy,15,0.8690869808197021,3.3921401500701904,4.261227130889893,False
A_single_pipeline,1,doc_A,text_only,現 수산물 사이버직매장 시스템의 주요 문제점은 무엇인가?,"시스템 노후화(2015년 구축)로 인한 장애위험 증가 및 유지관리 한계, 보안정책 과다 적용 및 스위치 대역폭 부족, SSF(회계) 및 수협은행 등 내부 시스템 간 미연동에 따른 불필요한 행정업무 과다 발생","용역명: 수협중앙회 수산물 사이버직매장 재구축 ISMP 수립 용역 (주관기관: 수협중앙회)

현 수산물 사이버직매장 시스템의 주요 문제점
- ""現 시스템 노후화(2015년 구축)로 인한 장애위험 증가 및 유지관리 한계"" 및 ""H/W(Server, Storage, 네트워크 장비 등), SW(OS, DBMS등)의 내용연수 경과 및 EOS(End Of Service) 상태""
- ""신용(금융)사업 네트워크 환경을 공유함으로써 발생하는 보안정책 과다 적용 및 스위치 대역폭* 부족 문제""
  - ""스위치 대역폭은 1GB이며, 실가능 대역폭은 300MB 수준""
- 플랫폼 사용자·운영자 측면의 문제
  - ""B2C, B2B 각 채널의 분절적 운영으로 단순·반복 업무 과다발생에 따른 업무효율 저하""
  - ""SSF(회계) 및 수협은행 등 내부 시스템 간 미연동에 따른 불필요한 행정업무 과다 발생""
  - ""다양한 디지털 마케팅 기술 활용 불가로 고객 증대 및 유지 한계""",0.9166666666666666,technical,medium,15,0.7785377502441406,16.07794427871704,16.85648202896118,False
A_single_pipeline,1,doc_A,text_only,기존 수산물 사이버직매장 총 사업비와 추진 단계는 어떻게 되었는가?,"총 사업비 2,996백만원(자담 50%, 국고보조 50%), 1단계('14.6월~'15.5월)와 2단계('15.6월~'15.12월)로 추진","기존 수산물 사이버직매장의 총 사업비는 ""2,996백만원(자담 50%, 국고보조 50%)""이며, 추진 단계는 ""1단계(‘14. 6월 ~ ‘15. 5월), 2단계(‘15. 6월 ~ ‘15. 12월)""입니다.",0.625,budget,medium,15,0.8202238082885742,7.782429456710815,8.60265326499939,False
A_single_pipeline,1,doc_B,table_simple,국가교육과정정보센터(NCIC) 시스템 운영 및 개선 사업의 사업기간은?,계약체결일 ~ 2024.11.15.(금),사업기간 : 계약체결일 ~ 2024. 11. 15.(금),0.5,schedule,easy,15,0.7921533584594727,5.074288368225098,5.86644172668457,False
A_single_pipeline,1,doc_B,table_simple,NCIC 사업의 사업금액은 얼마인가?,"50,000,000원 (VAT 포함)",본 사업은 20억원 미만 사업입니다.,0.0,budget,easy,15,0.6944718360900879,8.602986812591553,9.29745864868164,False
A_single_pipeline,1,doc_B,table_simple,NCIC 사업에서 고도화 내용으로 요구하는 항목들은 무엇인가?,"국가교육과정 관련 정보의 표준화 및 체계화, 사용자 편의성(UI/UX)를 고려한 웹사이트 전면 개편, 설문조사 시스템의 장기적 활용을 위한 데이터 누적관리 체계 구축, 사용자 로그인 및 관리 기능 신규 개발, 접속자 통계 기록 및 데이터 추출 기능 신규 개발","ᆞ 고도화 내용
1 현재 탑재되어 있는 국가교육과정 관련 정보의 표준화 및 체계화
2 사용자 편의성(UI/UX)를 고려한 웹사이트 전면 개편
3 현행 설문조사 시스템의 장기적 활용을 위한 데이터 누적관리 체계 구축
4 사용자 로그인 및 관리 기능 신규 개발
5 국가교육과정정보센터 접속자 통계 기록 및 데이터 추출 기능 신규 개발",0.8823529411764706,technical,medium,15,0.763369083404541,9.037523746490479,9.80089282989502,False
A_single_pipeline,1,doc_B,table_simple,NCIC 사업의 유지보수 내용은 무엇인가?,"웹사이트 운영 상 장애가 발생하지 않도록 점검 및 유지보수(WEB, WAS, DB 등), 사용자 요청에 따라 웹페이지 수정(게시판 추가, 배너 수정 등)","ᆞ 유지보수 내용
1 웹사이트 운영 상 장애가 발생하지 않도록 점검 및 유지보수(WEB, WAS, DB 등)
2 사용자 요청에 따라 웹페이지 수정(게시판 추가, 배너 수정 등)",0.9473684210526315,technical,medium,15,0.7805817127227783,8.373304843902588,9.153886556625366,False
A_single_pipeline,1,doc_B,table_simple,NCIC 사업의 추진 목표는 무엇인가?,국가교육과정 환경에 적합한 최신 기술을 도입하여 데이터를 체계적으로 관리하고 시스템의 안정적 확산을 위한 기반 마련,❍ 추진 목표: 국가교육과정 환경에 적합한 최신 기술을 도입하여 데이터를 체계적으로 관리하고 시스템의 안정적 확산을 위한 기반 마련,1.0,general,easy,15,0.8780536651611328,11.363093852996826,12.241147518157959,False
A_single_pipeline,1,doc_B,table_simple,NCIC 사업의 관련 법규는 무엇인가?,국가를 당사자로 하는 계약에 관한 법률 시행령 제43조 및 제43조의 2,"문맥에 따르면 다음의 법규 등이 관련되어 있습니다.

- 「소프트웨어 진흥법」 (제43조, 제48조, 제50조 등)
- 같은 법 시행령(제35조 내지 제37조, 제47조 제1항 제2호·제3호 등)
- 「소프트웨어사업 계약 및 관리감독에 관한 지침」 (제5조, 제6조 등)
- 중소 소프트웨어사업자의 사업 참여 지원에 관한 지침 (제2조, 제3조)
- 「국가를 당사자로 하는 계약에 관한 법률」
- 「국가를 당사자로 하는 계약에 관한 법률 시행령」 (제12조, 제76조 등)
- 동법 시행규칙 (제14조 등)
- 「국가종합전자조달시스템입찰참가자격등록규정」
- 용역입찰유의서 제12조
- 중소기업청고시 ‘중소기업자간 경쟁제품 직접생산확인기준’
- ‘공공기관의 정보공개에 관한 법률’ 제9조 제1항
- ‘개인정보호법’ 제2조 제1호
- ‘보안업무규정’ 제4조 및 동 시행규칙 제7조 제3항",0.8888888888888888,compliance,hard,15,0.8513555526733398,29.859817504882812,30.711173057556152,False
A_single_pipeline,1,doc_C,table_complex,차세대 응급의료 상황관리시스템 구축 사업의 사업예산은 얼마인가?,"금일십사억원정(￦1,400,000,000원, VAT 포함)","금일십사억원정 (₩1,400,000,000원, VAT포함)",0.5,budget,easy,15,0.6933283805847168,6.674858570098877,7.368186950683594,False
A_single_pipeline,1,doc_C,table_complex,차세대 응급의료 상황관리시스템의 사업기간은?,계약일로부터 2024년 12월 31일까지,2024년도 차세대 응급의료 상황관리시스템 구축의 사업기간: 계약일로부터 2024년 12월 31일까지,1.0,schedule,easy,15,0.7875442504882812,7.184497117996216,7.972041368484497,False
A_single_pipeline,1,doc_C,table_complex,응급의료 상황관리시스템 구축의 추진배경에서 전원(병원간 이송) 관련 문제점은?,"중증응급환자의 전원 수용병원 결정을 위해 수차례의 수용 요청이 필요하며 평균 9.3개의 의료기관에 전원의뢰, 지역응급의료기관 등 당직의사 1명인 곳에서는 전원 섭외 중 환자 진료가 불가능하고 섭외 시간만큼 환자 치료가 지연","- 병원간 이송(이하 “전원”)이 현 응급의료에서 가장 취약한 영역  
- 응급실 뺑뺑이 사건 등 병원 전 단계에서 치료 가능한 응급실 섭외 지연 문제 발생  
- 응급실로 내원 중증환자(KTAS 1,2)의 13.5%(‘22년 기준)가 전원을 하고 있는 실정  
- 중증응급환자의 전원 수용병원 결정을 위해 수차례의 수용 요청이 필요(‘22년 중앙응급의료상황실 자료에 따르면 평균 9.3개의 의료기관에 전원의뢰)  
- 지역응급의료기관 등 당직의사가 1명에 불과한 곳에서는 전원 섭외 중 환자 진료가 불가능하고 섭외 시간만큼 환자 치료가 지연  
- ‘12년 응급상담의 119 이전 이후, 소방 구급상황관리센터에서 전원 업무 수행중이나, 일선에서는 비 작동  
  - 비 의료조직인 소방에 의한 전원 조정에 대한 응급의료기관의 정서적 거부감  
  - 잦은 인사이동으로 인한 소방의 전문성 결여",0.8888888888888888,technical,medium,15,1.0709125995635986,19.81541347503662,20.88632607460022,False
A_single_pipeline,1,doc_C,table_complex,응급의료 상황관리시스템의 예산코드는 무엇인가?,29. 중앙응급의료센터 운영지원-관리운영비-외주용역비-광역상황실,29. 중앙응급의료센터 운영지원-관리운영비-외주용역비-광역상황실,1.0,budget,hard,15,0.6291968822479248,4.309034585952759,4.938231468200684,False
A_single_pipeline,1,doc_C,table_complex,기존 응급의료 상황관리시스템은 언제 최초 구축되었는가?,'18년에 재난응급의료상황 접수시스템으로 최초 구축,※ ‘18년 재난응급의료상황 접수시스템 최초 구축,0.6,schedule,medium,15,0.7379121780395508,6.4893715381622314,7.227283716201782,False
A_single_pipeline,1,doc_C,table_complex,응급의료 시스템 구축에서 광역상황실 설치 결정의 근거는?,제4차 응급의료기본계획('23.3)과 응급의료긴급대책 당정협의('23.5),제4차 응급의료기본계획(‘23.3)과 응급의료긴급대책 당정협의(‘23.5)에 따라 광역응급의료상황실 설치 결정,0.5,compliance,hard,15,0.8130581378936768,8.574454307556152,9.387512445449829,False
A_single_pipeline,1,doc_D,mixed,예약발매시스템 개량 ISMP 용역의 사업비는 얼마인가?,470백만원 (VAT 포함),사 업 비 : 470백만원 (VAT포함),1.0,budget,easy,15,0.831045389175415,7.333590507507324,8.16463589668274,False
A_single_pipeline,1,doc_D,mixed,예약발매시스템 ISMP 사업기간은?,체결일로부터 5개월 이내,체결일로부터 5개월 이내,1.0,schedule,easy,15,0.5637617111206055,5.8909080028533936,6.454669713973999,False
A_single_pipeline,1,doc_D,mixed,예약발매시스템 개량의 추진배경은?,"'15년 시스템 개선 후 '17년과 '20년에 하드웨어만 개량하여 노후화와 운용 효율 저하, IT운영센터 신축 및 SR 시스템 분리, MaaS·AI·빅데이터 등 산업 동향 대응 예약발매 플랫폼 전략 부재","1. (배경) 1 ’15년 시스템 개선 후 ’17년, ’20년에 하드웨어만 개량하여 노후화와 운용 효율 저하 2 IT운영센터 신축, SR 시스템 분리 3 MaaS·AI·빅데이터 등 산업 동향 대응 예약발매 플랫폼 전략 부재 4 「제4차 철도산업발전 기본계획」 고시(디지털 플랫폼 강화)",0.8076923076923077,technical,medium,15,0.7407412528991699,18.103909015655518,18.844650268554688,False
