config,run,doc_key,doc_type,question,ground_truth,answer,kw_v2,category,difficulty,n_retrieved,retrieval_time,generation_time,total_time,timeout
V0_hwp5txt,0,doc_B,table_simple,NCIC 사업의 추진 목표는 무엇인가?,국가교육과정 환경에 적합한 최신 기술을 도입하여 데이터를 체계적으로 관리하고 시스템의 안정적 확산을 위한 기반 마련,추진 목표: 국가교육과정 환경에 적합한 최신 기술을 도입하여 데이터를 체계적으로 관리하고 시스템의 안정적 확산을 위한 기반 마련,1.0,general,easy,15,0.7314925193786621,6.540464401245117,7.271956920623779,False
V0_hwp5txt,0,doc_B,table_simple,NCIC 사업의 관련 법규는 무엇인가?,국가를 당사자로 하는 계약에 관한 법률 시행령 제43조 및 제43조의 2,"문맥에 따르면 관련 법규·지침 등은 다음과 같습니다.

- 「소프트웨어 진흥법」  
- 중소 소프트웨어사업자의 사업 참여 지원에 관한 지침 제2조, 제3조  
- 「소프트웨어사업 계약 및 관리감독에 관한 지침」  
- 「소프트웨어 진흥법」 제43조, 같은 법 시행령 제35조 내지 제37조 (소프트웨어사업 영향평가 관련)  
- 「소프트웨어 진흥법」 제50조, 같은 법 시행령 제47조 제1항 제2호, 제3호 (과업심의위원회 관련)  
- 「국가를 당사자로 하는 계약에 관한 법률」  
- 「국가를 당사자로 하는 계약에 관한 법률 시행령」  
- 「국가를 당사자로 하는 계약에 관한 법률 시행규칙」  
- 국가종합전자조달시스템입찰참가자격등록규정  
- 중소기업청고시 ‘중소기업자간 경쟁제품 직접생산확인기준’  
- ‘공공기관의 정보공개에 관한 법률’  
- ‘개인정보보호법’  
- 보안업무규정",0.8888888888888888,compliance,hard,15,0.7812671661376953,21.145085334777832,21.926352500915527,False
V0_hwp5txt,0,doc_C,table_complex,차세대 응급의료 상황관리시스템 구축 사업의 사업예산은 얼마인가?,"금일십사억원정(￦1,400,000,000원, VAT 포함)","다. 사업예산 : 금일십사억원정 (₩1,400,000,000원, VAT포함)",0.5,budget,easy,15,0.9274671077728271,4.943501234054565,5.870968341827393,False
V0_hwp5txt,0,doc_C,table_complex,차세대 응급의료 상황관리시스템의 사업기간은?,계약일로부터 2024년 12월 31일까지,계약일로부터 2024년 12월 31일까지,1.0,schedule,easy,15,0.8974440097808838,3.547682762145996,4.44512677192688,False
V0_hwp5txt,0,doc_C,table_complex,응급의료 상황관리시스템 구축의 추진배경에서 전원(병원간 이송) 관련 문제점은?,"중증응급환자의 전원 수용병원 결정을 위해 수차례의 수용 요청이 필요하며 평균 9.3개의 의료기관에 전원의뢰, 지역응급의료기관 등 당직의사 1명인 곳에서는 전원 섭외 중 환자 진료가 불가능하고 섭외 시간만큼 환자 치료가 지연","- 병원간 이송(이하 “전원”)이 현 응급의료에서 가장 취약한 영역  
- 응급실로 내원 중증환자(KTAS 1,2)의 13.5%(‘22년 기준)가 전원을 하고 있는 실정  
- 중증응급환자의 전원 수용병원 결정을 위해 수차례의 수용 요청이 필요(‘22년 중앙응급의료상황실 자료에 따르면 평균 9.3개의 의료기관에 전원의뢰)  
- 지역응급의료기관 등 당직의사가 1명에 불과한 곳에서는 전원 섭외 중 환자 진료가 불가능하고 섭외 시간만큼 환자 치료가 지연  
- ‘12년 응급상담의 119 이전 이후, 소방 구급상황관리센터에서 전원 업무 수행중하나, 일선에서는 비 작동  
- 비 의료조직인 소방에 의한 전원 조정에 대한 응급의료기관의 정서적 거부감  
- 잦은 인사이동으로 인한 소방의 전문성 결여",0.8888888888888888,technical,medium,15,0.8527464866638184,16.335686922073364,17.188433408737183,False
V0_hwp5txt,0,doc_C,table_complex,응급의료 상황관리시스템의 예산코드는 무엇인가?,29. 중앙응급의료센터 운영지원-관리운영비-외주용역비-광역상황실,29. 중앙응급의료센터 운영지원-관리운영비-외주용역비-광역상황실,1.0,budget,hard,15,0.9683694839477539,3.9742631912231445,4.942632675170898,False
V0_hwp5txt,0,doc_C,table_complex,기존 응급의료 상황관리시스템은 언제 최초 구축되었는가?,'18년에 재난응급의료상황 접수시스템으로 최초 구축,※ ‘18년 재난응급의료상황 접수시스템 최초 구축,0.6,schedule,medium,15,0.8466331958770752,4.546350479125977,5.392983675003052,False
V0_hwp5txt,0,doc_C,table_complex,응급의료 시스템 구축에서 광역상황실 설치 결정의 근거는?,제4차 응급의료기본계획('23.3)과 응급의료긴급대책 당정협의('23.5),제4차 응급의료기본계획(‘23.3)과 응급의료긴급대책 당정협의(‘23.5)에 따라 광역응급의료상황실 설치 결정,0.5,compliance,hard,15,0.9687938690185547,5.632847547531128,6.601641416549683,False
V0_hwp5txt,0,doc_D,mixed,예약발매시스템 개량 ISMP 용역의 사업비는 얼마인가?,470백만원 (VAT 포함),예약발매시스템 개량 ISMP 용역의 사 업 비 : 470백만원 (VAT포함),1.0,budget,easy,15,1.045215368270874,7.981289625167847,9.02650499343872,False
V0_hwp5txt,0,doc_D,mixed,예약발매시스템 ISMP 사업기간은?,체결일로부터 5개월 이내,체결일로부터 5개월 이내,1.0,schedule,easy,15,1.0858616828918457,3.190612316131592,4.2764739990234375,False
V0_hwp5txt,0,doc_D,mixed,예약발매시스템 개량의 추진배경은?,"'15년 시스템 개선 후 '17년과 '20년에 하드웨어만 개량하여 노후화와 운용 효율 저하, IT운영센터 신축 및 SR 시스템 분리, MaaS·AI·빅데이터 등 산업 동향 대응 예약발매 플랫폼 전략 부재","1. ’15년 시스템 개선 후 ’17년, ’20년에 하드웨어만 개량하여 노후화와 운용 효율 저하
2. IT운영센터 신축, SR 시스템 분리
3. MaaS·AI·빅데이터 등 산업 동향 대응 예약발매 플랫폼 전략 부재
4. 「제4차 철도산업발전 기본계획」 고시(디지털 플랫폼 강화)",0.8076923076923077,technical,medium,15,1.0412161350250244,6.175094127655029,7.216310262680054,False
V0_hwp5txt,0,doc_D,mixed,예약발매시스템 ISMP의 제안서 평가방법은 어떤 장에서 다루고 있는가?,7장 제안안내사항의 나. 제안서 평가 방법(48페이지)과 다. 제안서 평가 기준(50페이지),"""나. 제안서 평가 방법""",0.5,evaluation,medium,15,1.0389201641082764,4.680177211761475,5.719097375869751,False
V0_hwp5txt,0,doc_D,mixed,예약발매시스템 ISMP에서 하자담보 책임기간은 어디에 규정되어 있는가?,9장 기타 사항의 가. 하자담보 책임기간(72페이지),"예약발매시스템 ISMP의 하자담보 책임기간은 ""가. 하자담보 책임기간"" 항목에 규정되어 있으며, 그 내용은 ""하자담보 책임기간은 계약사업자는 본 사업이 종료한 날(사업에 대한 시험 및 검사를 수행하여 최종산출물을 인도한 날을 말함)로부터 1년으로 한다.""입니다.",0.3333333333333333,maintenance,hard,15,1.017902135848999,8.743413925170898,9.761316061019897,False
V0_hwp5txt,0,doc_D,mixed,예약발매시스템의 보안 준수사항에서 다루는 세부 항목은?,"공통사항, 용역사업 참여인원에 대한 보안관리, 자료에 대한 보안관리, 용역수행 관련 장비에 대한 보안관리, 내·외부망 접근에 대한 보안관리, 보안특약 조항","다음과 같이 다룹니다.

- 원격보안 관리대책: 관리적 보안(보안정책, 보안자료등급관리, 보안자료 접근관리, 백업대책 등), 물리적 보안(출입보안, 원격개발 장소 및 장비운용, 침해시 보안자료 백업 장소 운용 등), 기술적 보안(침입방지, 탐색, 자료보안기술, 노트북·USB 등 휴대용 저장매체, 네트워크 등)

- 내·외부망 접근에 대한 보안관리:
  - 용역업체 사용 전산망은 물리적 또는 방화벽 등을 활용하여 업무망과 분리 구성하고 업무상 필요한 서버에만 제한적 접근허용
  - 전산장비 망간 혼용을 금지하고 부득이한 경우 시스템 완전 삭제.재설치 후 사용
  - 용역사업 수행시 철도공사 업무망에 대한 접속은 반드시 발주기관의 승인을 득한 후
  - 용역사업 참여인원의 사용자계정(ID)은 하나의 그룹으로 등록하고 계정별 정보시스템 접근권한을 차등 부여하되 내부문서 접근금지
  - 계정별 부여된 접근권한은 불필요시 곧바로 권한을 해지하거나 계정을 폐기
  - 비밀번호는 용역사업 책임자가 별도기록·관리하고 수시로 저장된 자료 및 작업이력을 확인
  - 작업이력 로그관리 적용, 서버·장비 운영자에 의한 내부서버 및 네트워크 장비에 대한 접근기록 매일 확인
  - 관리자 계정인 ‘root’ 계정 등 중대한 영향 계정에 대한 단독적인 접근 불허
  - 용역 참여자가 사용하는 PC는 인터넷 연결을 금지(필요시 승인 절차 준수)

- 자료에 대한 보안관리:
  - 누출금지 대상정보 제공 시 자료 인계인수대장 작성 및 사업완료 시 반납
  - 제공된 내부 자료는 복사 및 외부반출 금지, 웹하드·P2P·웹오피스·클라우드 서비스 및 개인 메일함 저장 금지
  - 프로그램 소스코드 설계문서 등 개발 산출물의 인터넷 소스코드 저장소 저장 금지
  - 제공된 자료는 매일 퇴근시 반납(예외적 일반문서 보관 규정 포함)
  - 모든 산출물은 업체의 보안책임관 관리 파일서버에 저장·계정관리·접근권한 부여

- 용역수행 관련 장비에 대한 보안관리:
  - 용역사 PC 등 전산장비 반입·반출은 보안담당관 승인(악성코드 점검, 저장자료 완전 삭제 등)
  - 최신 백신 프로그램 설치, OS 비밀번호·화면보호기 설정 등 적용
  - USB, 외장하드디스크, CD-RW 등의 탈착 보조기억매체 사용 금지(필요 시 철도공사 관리 하에 사용)
  - 블루투스 동글, 무선신호기, OTG케이블 등 자료 복사 가능한 장비 사용 금지
  - 용역사업 종료 시 PC 및 보조기억장치는 완전 삭제 후 반출
  - 非인가 통신기기나 개인 스마트폰을 이용한 테더링 등 허가되지 않은 통신망을 이용, 인터넷에 무단접속 금지

- 보안특약·위약 및 관리:
  - 사업수행사의 참여자가 한국철도공사의 보안정책을 위반 시 [별표1]의 위규처리 기준에 따라 위규자 및 관리자를 행정 조치하고 보안 위약금을 한국철도공사에 납부
  - 사업수행사는 누출금지 대상정보에 대한 보안관리계획을 과업추진계획서에 기재하고, 정보 누출시 (별표2) 보안위약금 부과기준에 따라 보안위약금 납부
  - 사업 최종 산출물에 대해 정보보안전문가 또는 전문보안 점검도구를 활용하여 보안 취약점을 점검하고 개선 완료 후 결과 제출

(문맥 내 표현을 그대로 인용하여 구성함)",0.631578947368421,security,hard,15,0.9787411689758301,21.849192142486572,22.827933311462402,False
V0_hwp5txt,0,doc_E,hwp_representative,스포츠윤리센터 LMS 기능개선 사업의 소요예산은?,"금 46,445,000원(부가가치세 포함)","금 46,445,000원(부가가치세 포함)",1.0,budget,easy,15,0.9395756721496582,3.909335136413574,4.848910808563232,False
V0_hwp5txt,0,doc_E,hwp_representative,스포츠윤리센터 LMS 사업기간은?,계약 후 150일,계약 후 150일,1.0,schedule,easy,15,0.8509716987609863,5.136031150817871,5.987002849578857,False
V0_hwp5txt,0,doc_E,hwp_representative,스포츠윤리센터 LMS 기능개선의 추진배경 및 필요성은?,"학습자의 흥미도를 고려한 상호작용 형태의 교육콘텐츠 구현 필요, 현장교육 확대에 따라 자동화 강사파견 시스템 개발, 교육등록 체계·통계 등 현행 기능의 고도화 필요, 학습자 편의성·접근성 향상을 위한 LMS 기능개선","스포츠윤리센터 LMS(학습지원시스템) 기능개선의 추진배경 및 필요성은?

□ 학습자의 흥미도를 고려한 상호작용 형태의 교육콘텐츠 구현 필요
□ 현장교육 확대에 따라 자동화 강사파견 시스템 개발
□ 교육등록 체계·통계 등 현행 기능의 고도화 필요
□ 학습자 편의성·접근성 향상을 위한 LMS(학습지원시스템) 기능개선",0.896551724137931,technical,medium,15,0.892805814743042,7.672239542007446,8.565045356750488,False
V0_hwp5txt,0,doc_E,hwp_representative,스포츠윤리센터 LMS 사업의 수요기관과 담당부서는?,수요기관은 스포츠윤리센터이며 담당부서는 정책실 교육정책팀,"수요기관: 스포츠윤리센터
담당부서: 스포츠윤리센터 교육정책팀",0.2,general,easy,15,0.8721168041229248,4.188951253890991,5.061068058013916,False
V0_hwp5txt,0,doc_E,hwp_representative,스포츠윤리센터 LMS 사업의 사업추진방식은?,제한경쟁입찰(협상에 의한 계약),□ 사업추진방식 : 제한경쟁입찰(협상에 의한 계약),1.0,procurement,medium,15,0.8884055614471436,4.282932758331299,5.171338319778442,False
V0_hwp5txt,0,doc_E,hwp_representative,스포츠윤리센터 LMS 제안서 평가방식과 평가기준은 몇 장에서 다루는가?,Ⅶ장 제안서 평가방법에서 다루며 1. 제안서 평가방식(47p)과 2. 제안서 기술 평가 기준(47p)에 상세 기술,"제안서 평가방식은 ""1. 제안서 평가방식""에서, 평가기준은 ""2. 제안서 기술평가 기준""에서 다룹니다.",0.5714285714285714,evaluation,hard,15,0.8800554275512695,15.667642831802368,16.547698259353638,False
V0_hwp5txt,1,doc_A,text_only,본 사업의 사업명은 무엇인가?,수협중앙회 수산물 사이버직매장 재구축 ISMP수립 용역,수협중앙회 수산물 사이버직매장 재구축 ISMP수립 용역,1.0,general,easy,15,1.2807142734527588,9.767258405685425,11.047972679138184,False
V0_hwp5txt,1,doc_A,text_only,사업기간은 어떻게 되는가?,계약일로부터 4월(120일),"사업기간은 ""계약일로부터 4월(120일) * 사업기간은 협의에 의해 조정될 수 있음"" (문서 내 다른 부분에는 ""계약일로부터 4개월""로도 기재되어 있음).",1.0,schedule,easy,15,1.1418678760528564,9.96609878540039,11.107966661453247,False
V0_hwp5txt,1,doc_A,text_only,사업예산은 얼마인가?,300백만원(V.A.T. 포함),사업예산 : 300백만원(V.A.T. 포함),1.0,budget,easy,15,1.095033884048462,3.3507587909698486,4.4457926750183105,False
V0_hwp5txt,1,doc_A,text_only,입찰방식 및 계약방법은 무엇인가?,제한경쟁입찰(협상에 의한 계약),"입찰방식 및 방법 : 제한경쟁입찰(협상에 의한 계약)

계약방법 : 제한경쟁입찰(협상에 의한 계약)",1.0,procurement,easy,15,1.0911014080047607,4.245721340179443,5.336822748184204,False
V0_hwp5txt,1,doc_A,text_only,現 수산물 사이버직매장 시스템의 주요 문제점은 무엇인가?,"시스템 노후화(2015년 구축)로 인한 장애위험 증가 및 유지관리 한계, 보안정책 과다 적용 및 스위치 대역폭 부족, SSF(회계) 및 수협은행 등 내부 시스템 간 미연동에 따른 불필요한 행정업무 과다 발생","- ""現 시스템 노후화(2015년 구축)로 인한 장애위험 증가 및 유지관리 한계""
  - ""* 수산물 사이버직매장 시스템을 구성하는 H/W(Server, Storage, 네트워크 장비 등), SW(OS, DBMS등)의 내용연수 경과 및 EOS(End Of Service) 상태""

- ""신용(금융)사업 네트워크 환경을 공유함으로써 발생하는 보안정책 과다 적용 및 스위치 대역폭* 부족 문제""
  - ""* 스위치 대역폭은 1GB이며, 실가능 대역폭은 300MB 수준""

- ""SSF(회계) 및 수협은행 등 내부 시스템 간 미연동에 따른 불필요한 행정업무 과다 발생"" (정보시스템 측면 및 플랫폼 사용자 측면에서 지적)

- 플랫폼 사용자 측면 문제
  - ""(소비자) 최신 디지털 기술을 앞세운 온라인 유통 플랫폼의 등장으로 더욱 편하고 빠른 온라인 쇼핑 환경에 대한 기대치 상승""
  - ""(운영자) 이용자 확대에 따른 서비스 운영방식 개선 등 수요자의 요구에 신속한 대응을 위한 업무 프로세스 재설계 필요""
    - ""- B2C, B2B 각 채널의 분절적 운영으로 단순·반복 업무 과다발생에 따른 업무효율 저하""
    - ""- Sh인스토어, 기프트몰, 임직원복지몰 등 채널별 경쟁력 확보를 위한 운영방식 및 업무프로세스 재검토 필요""
    - ""- 다양한 디지털 마케팅 기술 활용 불가로 고객 증대 및 유지 한계""
  - ""(판매자) 플랫폼 입점부터 상품 마케팅·판매·정산이 용이한 이커머스플랫폼에 대한 선호도 증가""
    - ""- 판매자의 입점과 상품 판매가 용이한 플랫폼 환경""
    - ""- 산재적으로 개별 운영하는 회원조합 온라인몰에 대한 통합 방안 필요""",0.9166666666666666,technical,medium,15,1.0161685943603516,12.07119870185852,13.087367296218872,False
V0_hwp5txt,1,doc_A,text_only,기존 수산물 사이버직매장 총 사업비와 추진 단계는 어떻게 되었는가?,"총 사업비 2,996백만원(자담 50%, 국고보조 50%), 1단계('14.6월~'15.5월)와 2단계('15.6월~'15.12월)로 추진","총 사업비 : 2,996백만원(자담 50%, 국고보조 50%)

추진 단계(사업기간) : 1단계(‘14. 6월 ~ ‘15. 5월), 2단계(‘15. 6월 ~ ‘15. 12월)",0.625,budget,medium,15,1.1161324977874756,4.7245872020721436,5.840719699859619,False
V0_hwp5txt,1,doc_B,table_simple,국가교육과정정보센터(NCIC) 시스템 운영 및 개선 사업의 사업기간은?,계약체결일 ~ 2024.11.15.(금),사업기간 : 계약체결일 ~ 2024. 11. 15.(금),0.5,schedule,easy,15,0.7310984134674072,6.55578875541687,7.286887168884277,False
V0_hwp5txt,1,doc_B,table_simple,NCIC 사업의 사업금액은 얼마인가?,"50,000,000원 (VAT 포함)",본 사업은 20억원 미만 사업입니다.,0.0,budget,easy,15,0.6240458488464355,5.105220317840576,5.729266166687012,False
V0_hwp5txt,1,doc_B,table_simple,NCIC 사업에서 고도화 내용으로 요구하는 항목들은 무엇인가?,"국가교육과정 관련 정보의 표준화 및 체계화, 사용자 편의성(UI/UX)를 고려한 웹사이트 전면 개편, 설문조사 시스템의 장기적 활용을 위한 데이터 누적관리 체계 구축, 사용자 로그인 및 관리 기능 신규 개발, 접속자 통계 기록 및 데이터 추출 기능 신규 개발","고도화 내용
1 현재 탑재되어 있는 국가교육과정 관련 정보의 표준화 및 체계화
2 사용자 편의성(UI/UX)를 고려한 웹사이트 전면 개편
3 현행 설문조사 시스템의 장기적 활용을 위한 데이터 누적관리 체계 구축
4 사용자 로그인 및 관리 기능 신규 개발
5 국가교육과정정보센터 접속자 통계 기록 및 데이터 추출 기능 신규 개발",0.8823529411764706,technical,medium,15,0.788111686706543,8.713940382003784,9.502052068710327,False
V0_hwp5txt,1,doc_B,table_simple,NCIC 사업의 유지보수 내용은 무엇인가?,"웹사이트 운영 상 장애가 발생하지 않도록 점검 및 유지보수(WEB, WAS, DB 등), 사용자 요청에 따라 웹페이지 수정(게시판 추가, 배너 수정 등)","국가교육과정정보센터(NCIC) 사업의 유지보수 내용은 다음과 같다:
1 웹사이트 운영 상 장애가 발생하지 않도록 점검 및 유지보수(WEB, WAS, DB 등)
2 사용자 요청에 따라 웹페이지 수정(게시판 추가, 배너 수정 등)",0.9473684210526315,technical,medium,15,0.7930397987365723,5.97626519203186,6.769304990768433,False
V0_hwp5txt,1,doc_B,table_simple,NCIC 사업의 추진 목표는 무엇인가?,국가교육과정 환경에 적합한 최신 기술을 도입하여 데이터를 체계적으로 관리하고 시스템의 안정적 확산을 위한 기반 마련,❍ 추진 목표: 국가교육과정 환경에 적합한 최신 기술을 도입하여 데이터를 체계적으로 관리하고 시스템의 안정적 확산을 위한 기반 마련,1.0,general,easy,15,0.8596169948577881,4.967221021652222,5.82683801651001,False
V0_hwp5txt,1,doc_B,table_simple,NCIC 사업의 관련 법규는 무엇인가?,국가를 당사자로 하는 계약에 관한 법률 시행령 제43조 및 제43조의 2,"문맥에 나타난 관련 법규·지침 등은 다음과 같습니다.
- 「소프트웨어 진흥법」
- 「소프트웨어사업 계약 및 관리감독에 관한 지침」
- 「국가를 당사자로 하는 계약에 관한 법률」
- 「국가를 당사자로 하는 계약에 관한 법률 시행령」
- 「국가를 당사자로 하는 계약에 관한 법률 시행규칙」
- ‘협상에 의한 계약체결기준’
- 「국가종합전자조달시스템입찰참가자격등록규정」
- 중소기업청고시 ‘중소기업자간 경쟁제품 직접생산확인기준’
- ‘개인정보보호법’ 제2조 제1호
- ‘공공기관의 정보공개에 관한 법률’ 제9조 제1항
- ‘보안업무규정’
- ‘소프트웨어 기술성 평가기준 지침’",0.7777777777777778,compliance,hard,15,0.7618591785430908,24.448081254959106,25.209940433502197,False
V0_hwp5txt,1,doc_C,table_complex,차세대 응급의료 상황관리시스템 구축 사업의 사업예산은 얼마인가?,"금일십사억원정(￦1,400,000,000원, VAT 포함)","다. 사업예산 : 금일십사억원정 (₩1,400,000,000원, VAT포함)",0.5,budget,easy,15,0.8727867603302002,4.359283208847046,5.232069969177246,False
V0_hwp5txt,1,doc_C,table_complex,차세대 응급의료 상황관리시스템의 사업기간은?,계약일로부터 2024년 12월 31일까지,계약일로부터 2024년 12월 31일까지,1.0,schedule,easy,15,0.8633327484130859,3.098097801208496,3.961430549621582,False
V0_hwp5txt,1,doc_C,table_complex,응급의료 상황관리시스템 구축의 추진배경에서 전원(병원간 이송) 관련 문제점은?,"중증응급환자의 전원 수용병원 결정을 위해 수차례의 수용 요청이 필요하며 평균 9.3개의 의료기관에 전원의뢰, 지역응급의료기관 등 당직의사 1명인 곳에서는 전원 섭외 중 환자 진료가 불가능하고 섭외 시간만큼 환자 치료가 지연","- 응급실로 내원 중증환자(KTAS 1,2)의 13.5%(‘22년 기준)가 전원을 하고 있는 실정  
- 중증응급환자의 전원 수용병원 결정을 위해 수차례의 수용 요청이 필요(‘22년 중앙응급의료상황실 자료에 따르면 평균 9.3개의 의료기관에 전원의뢰)  
- 응급실 뺑뺑이 사건 등 병원 전 단계에서 치료 가능한 응급실 섭외 지연 문제 발생  
- 지역응급의료기관 등 당직의사가 1명에 불과한 곳에서는 전원 섭외 중 환자 진료가 불가능하고 섭외 시간만큼 환자 치료가 지연  
- ‘12년 응급상담의 119 이전 이후, 소방 구급상황관리센터에서 전원 업무 수행중이나, 일선에서는 비 작동  
  - 비 의료조직인 소방에 의한 전원 조정에 대한 응급의료기관의 정서적 거부감  
  - 잦은 인사이동으로 인한 소방의 전문성 결여",0.8888888888888888,technical,medium,15,0.8817398548126221,15.367939472198486,16.24967932701111,False
V0_hwp5txt,1,doc_C,table_complex,응급의료 상황관리시스템의 예산코드는 무엇인가?,29. 중앙응급의료센터 운영지원-관리운영비-외주용역비-광역상황실,29. 중앙응급의료센터 운영지원-관리운영비-외주용역비-광역상황실,1.0,budget,hard,15,0.8089773654937744,4.706939458847046,5.51591682434082,False
V0_hwp5txt,1,doc_C,table_complex,기존 응급의료 상황관리시스템은 언제 최초 구축되었는가?,'18년에 재난응급의료상황 접수시스템으로 최초 구축,※ ‘18년 재난응급의료상황 접수시스템 최초 구축,0.6,schedule,medium,15,0.9272541999816895,6.016550302505493,6.943804502487183,False
